candidate_count,m,optimizer_converged,outside_candidate_payers,panel,payer_count,payer_fraction,runtime_seconds,seed,sigma,training_accuracy
52,4096,True,[],plateau,42,0.01025390625,0.1779048329917714,5,2.5,0.55322265625
55,4096,True,[],plateau,44,0.0107421875,0.2236107499920763,6,2.5,0.557373046875
62,4096,True,[],plateau,60,0.0146484375,0.24343487503938377,7,2.5,0.548095703125
53,4096,True,[],plateau,51,0.012451171875,0.21944299997994676,8,2.5,0.54150390625
48,4096,True,[],plateau,48,0.01171875,0.16514083300717175,9,2.5,0.544189453125
48,8192,True,[],plateau,48,0.005859375,0.40819525002734736,0,2.5,0.545654296875
71,8192,True,[],plateau,70,0.008544921875,0.6633674170006998,1,2.5,0.53759765625
63,8192,True,[],plateau,61,0.0074462890625,0.6583562500309199,2,2.5,0.535888671875
66,8192,True,[],plateau,59,0.0072021484375,0.6670477499719709,3,2.5,0.547119140625
78,8192,True,[],plateau,78,0.009521484375,0.6484332910040393,4,2.5,0.548095703125
57,8192,True,[],plateau,57,0.0069580078125,0.4149953750311397,5,2.5,0.547607421875
68,8192,True,[],plateau,68,0.00830078125,0.5383167919935659,6,2.5,0.531494140625
71,8192,True,[],plateau,71,0.0086669921875,0.5577874580048956,7,2.5,0.5418701171875
59,8192,True,[],plateau,54,0.006591796875,0.48318824998568743,8,2.5,0.544189453125
45,8192,True,[],plateau,39,0.0047607421875,0.36927291698521003,9,2.5,0.546875
63,16384,True,[],plateau,63,0.00384521484375,1.956586292013526,0,2.5,0.5452880859375
54,16384,True,[],plateau,52,0.003173828125,1.4854169999598525,1,2.5,0.54681396484375
63,16384,True,[],plateau,63,0.00384521484375,1.7448987920070067,2,2.5,0.5400390625
46,16384,True,[],plateau,44,0.002685546875,1.1194547089980915,3,2.5,0.5439453125
72,16384,True,[],plateau,72,0.00439453125,1.520510790986009,4,2.5,0.5361328125
54,16384,True,[],plateau,51,0.00311279296875,1.0954852090217173,5,2.5,0.5469970703125
66,16384,True,[],plateau,62,0.0037841796875,1.6625897500198334,6,2.5,0.544921875
57,16384,True,[],plateau,56,0.00341796875,1.3127313749864697,7,2.5,0.54364013671875
71,16384,True,[],plateau,69,0.00421142578125,1.8426312920055352,8,2.5,0.54205322265625
42,16384,True,[],plateau,40,0.00244140625,1.0793767499853857,9,2.5,0.5458984375
55,32768,True,[],plateau,55,0.001678466796875,2.6574058750411496,0,2.5,0.542449951171875
58,32768,True,[],plateau,57,0.001739501953125,2.4258433749782853,1,2.5,0.5428466796875
59,32768,True,[],plateau,57,0.001739501953125,3.0813082910026424,2,2.5,0.541839599609375
72,32768,True,[],plateau,69,0.002105712890625,3.6653494579950348,3,2.5,0.543243408203125
37,32768,True,[],plateau,36,0.0010986328125,2.108539291017223,4,2.5,0.5445556640625
62,32768,True,[],plateau,59,0.001800537109375,3.9274390829959884,5,2.5,0.539642333984375
52,32768,True,[],plateau,52,0.0015869140625,3.1439443749841303,6,2.5,0.539520263671875
82,32768,True,[],plateau,82,0.00250244140625,4.718595833983272,7,2.5,0.536163330078125
63,32768,True,[],plateau,63,0.001922607421875,3.8232467499910854,8,2.5,0.539947509765625
61,32768,True,[],plateau,60,0.0018310546875,4.8612653750460595,9,2.5,0.542999267578125
61,65536,True,[],plateau,61,0.0009307861328125,9.492430791025981,0,2.5,0.540924072265625
46,65536,True,[],plateau,46,0.000701904296875,7.316000666003674,1,2.5,0.54107666015625
62,65536,True,[],plateau,59,0.0009002685546875,9.14588616596302,2,2.5,0.538726806640625
63,65536,True,[],plateau,57,0.0008697509765625,8.304621124989353,3,2.5,0.543731689453125
56,65536,True,[],plateau,52,0.00079345703125,7.879402457969263,4,2.5,0.539642333984375
61,65536,True,[],plateau,60,0.00091552734375,8.787269917025696,5,2.5,0.54248046875
46,65536,True,[],plateau,42,0.000640869140625,6.837826957984362,6,2.5,0.54010009765625
50,65536,True,[],plateau,50,0.000762939453125,6.574080582999159,7,2.5,0.5412445068359375
57,65536,True,[],plateau,56,0.0008544921875,7.887206125014927,8,2.5,0.539886474609375
56,65536,True,[],plateau,49,0.0007476806640625,7.082346250012051,9,2.5,0.539764404296875
