candidate_count,dimension,mu,optimizer_converged,outside_candidate_payers,panel,payer_count,payer_fraction,runtime_seconds,seed,shuffled_label_accuracy,test_accuracy,training_accuracy
32,16,0.0,True,[],accuracy_association,32,0.064,0.033898667024914175,5,0.492,0.5012,0.58
57,16,0.0,True,[],accuracy_association,57,0.114,0.05852937500458211,6,0.5024,0.504,0.53
42,16,0.0,True,[],accuracy_association,42,0.084,0.09832512499997392,7,0.498,0.4976,0.574
29,16,0.0,True,[],accuracy_association,29,0.058,0.03935470897704363,8,0.5034,0.5026,0.574
51,16,0.0,True,[],accuracy_association,51,0.102,0.05117141699884087,9,0.4896,0.498,0.568
13,16,0.5,True,[],accuracy_association,13,0.026,0.018789666995871812,0,0.4996,0.6612,0.728
16,16,0.5,True,[],accuracy_association,16,0.032,0.021675500029232353,1,0.4958,0.6778,0.73
16,16,0.5,True,[],accuracy_association,16,0.032,0.02084591699531302,2,0.508,0.676,0.686
11,16,0.5,True,[],accuracy_association,11,0.022,0.020206166023854166,3,0.5096,0.69,0.716
17,16,0.5,True,[],accuracy_association,17,0.034,0.02413045900175348,4,0.498,0.674,0.702
8,16,0.5,True,[],accuracy_association,8,0.016,0.014291208994109184,5,0.4906,0.6778,0.71
9,16,0.5,True,[],accuracy_association,9,0.018,0.017017750011291355,6,0.502,0.682,0.672
18,16,0.5,True,[],accuracy_association,18,0.036,0.025741541001480073,7,0.505,0.6918,0.704
8,16,0.5,True,[],accuracy_association,8,0.016,0.012257417023647577,8,0.4916,0.6936,0.692
7,16,0.5,True,[],accuracy_association,7,0.014,0.017503291950561106,9,0.5044,0.686,0.694
4,16,1.0,True,[],accuracy_association,3,0.006,0.006929208000656217,0,0.4982,0.8366,0.856
4,16,1.0,True,[],accuracy_association,3,0.006,0.009018459008075297,1,0.4964,0.8328,0.83
2,16,1.0,True,[],accuracy_association,1,0.002,0.004839457978960127,2,0.4826,0.8378,0.85
4,16,1.0,True,[],accuracy_association,4,0.008,0.011814666970167309,3,0.5016,0.8376,0.84
4,16,1.0,True,[],accuracy_association,3,0.006,0.009589499968569726,4,0.5054,0.8442,0.858
2,16,1.0,True,[],accuracy_association,1,0.002,0.0049989999970421195,5,0.5168,0.8296,0.844
2,16,1.0,True,[],accuracy_association,1,0.002,0.017266042006667703,6,0.5002,0.8302,0.854
6,16,1.0,True,[],accuracy_association,4,0.008,0.011249166971538216,7,0.493,0.8334,0.854
2,16,1.0,True,[],accuracy_association,2,0.004,0.005552666960284114,8,0.498,0.842,0.844
2,16,1.0,True,[],accuracy_association,2,0.004,0.007141666952520609,9,0.4894,0.8406,0.83
2,16,1.5,True,[],accuracy_association,1,0.002,0.005164125002920628,0,0.5058,0.9282,0.932
1,16,1.5,True,[],accuracy_association,1,0.002,0.006826083001215011,1,0.5058,0.931,0.932
3,16,1.5,True,[],accuracy_association,2,0.004,0.0063847919809632,2,0.493,0.9314,0.92
1,16,1.5,True,[],accuracy_association,1,0.002,0.0041056249756366014,3,0.5108,0.9304,0.932
0,16,1.5,True,[],accuracy_association,0,0.0,0.009194040962029248,4,0.4966,0.9314,0.936
0,16,1.5,True,[],accuracy_association,0,0.0,0.0046646250411868095,5,0.5112,0.9316,0.934
2,16,1.5,True,[],accuracy_association,2,0.004,0.005204042012337595,6,0.499,0.9334,0.936
3,16,1.5,True,[],accuracy_association,0,0.0,0.009036290983203799,7,0.495,0.9318,0.954
2,16,1.5,True,[],accuracy_association,2,0.004,0.005325542006175965,8,0.4996,0.9256,0.92
3,16,1.5,True,[],accuracy_association,3,0.006,0.009073708031792194,9,0.511,0.931,0.936
1,16,2.0,True,[],accuracy_association,1,0.002,0.008470417000353336,0,0.497,0.9746,0.988
3,16,2.0,True,[],accuracy_association,3,0.006,0.008443458995316178,1,0.4972,0.9756,0.966
0,16,2.0,True,[],accuracy_association,0,0.0,0.0032721669995225966,2,0.5038,0.977,0.974
1,16,2.0,True,[],accuracy_association,1,0.002,0.0053421250195242465,3,0.51,0.9784,0.982
2,16,2.0,True,[],accuracy_association,2,0.004,0.010264459007885307,4,0.5,0.9748,0.974
2,16,2.0,True,[],accuracy_association,2,0.004,0.007701208989601582,5,0.5024,0.9728,0.992
0,16,2.0,True,[],accuracy_association,0,0.0,0.004791583982296288,6,0.4868,0.9768,0.976
1,16,2.0,True,[],accuracy_association,1,0.002,0.004657791985664517,7,0.4912,0.9804,0.978
3,16,2.0,True,[],accuracy_association,2,0.004,0.010380499996244907,8,0.5016,0.9768,0.978
3,16,2.0,True,[],accuracy_association,2,0.004,0.007166583964135498,9,0.4972,0.978,0.976
0,16,3.0,True,[],accuracy_association,0,0.0,0.00562999997055158,0,0.493,0.9994,1.0
1,16,3.0,True,[],accuracy_association,0,0.0,0.005390167003497481,1,0.4902,0.999,1.0
0,16,3.0,True,[],accuracy_association,0,0.0,0.00520329101709649,2,0.4918,0.9986,1.0
0,16,3.0,True,[],accuracy_association,0,0.0,0.005690874997526407,3,0.4976,0.9984,0.996
0,16,3.0,True,[],accuracy_association,0,0.0,0.005484917026478797,4,0.4988,0.998,1.0
0,16,3.0,True,[],accuracy_association,0,0.0,0.004915125027764589,5,0.509,0.9986,0.998
0,16,3.0,True,[],accuracy_association,0,0.0,0.012924957962241024,6,0.4936,0.9988,0.998
0,16,3.0,True,[],accuracy_association,0,0.0,0.0047482080408371985,7,0.507,0.9986,1.0
0,16,3.0,True,[],accuracy_association,0,0.0,0.007280250021722168,8,0.4956,0.9984,0.998
0,16,3.0,True,[],accuracy_association,0,0.0,0.003856582974549383,9,0.4974,0.9974,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.004844042006880045,0,0.4956,1.0,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.003262000042013824,1,0.4976,1.0,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.0064657500479370356,2,0.5002,0.9998,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.005416749976575375,3,0.5104,1.0,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.00507445796392858,4,0.4892,1.0,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.004111292015295476,5,0.5,1.0,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.0046840840368531644,6,0.4972,1.0,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.0035562089760787785,7,0.5056,1.0,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.004994707996957004,8,0.514,1.0,1.0
0,16,4.0,True,[],accuracy_association,0,0.0,0.003664416028186679,9,0.4998,0.9998,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.0061167500098235905,0,0.5052,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.004696499963756651,1,0.4968,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.0036713749868795276,2,0.5152,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.006135458999779075,3,0.484,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.005675332969985902,4,0.506,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.0069803749793209136,5,0.4932,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.004391749971546233,6,0.49,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.004665500018745661,7,0.5056,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.004848209035117179,8,0.498,1.0,1.0
0,16,5.0,True,[],accuracy_association,0,0.0,0.006547124998178333,9,0.4976,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.005253167008049786,0,0.498,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.005738958017900586,1,0.4908,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.0055904590408317745,2,0.5036,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.009211541968397796,3,0.4892,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.008975540986284614,4,0.5144,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.005527874978724867,5,0.5004,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.004000333021394908,6,0.5084,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.007272040995303541,7,0.5132,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.005765374982729554,8,0.5076,1.0,1.0
0,16,6.0,True,[],accuracy_association,0,0.0,0.00423245900310576,9,0.504,1.0,1.0
48,32,0.0,True,[],accuracy_association,48,0.096,0.0778504170011729,0,0.5052,0.492,0.6
50,32,0.0,True,[],accuracy_association,50,0.1,0.08060008299071342,1,0.5008,0.4976,0.62
52,32,0.0,True,[],accuracy_association,52,0.104,0.08076270797755569,2,0.4876,0.5092,0.604
43,32,0.0,True,[],accuracy_association,43,0.086,0.059382832958363,3,0.4886,0.509,0.596
43,32,0.0,True,[],accuracy_association,43,0.086,0.09572974999900907,4,0.5134,0.4986,0.622
61,32,0.0,True,[],accuracy_association,61,0.122,0.15901725000003353,5,0.4826,0.5058,0.612
40,32,0.0,True,[],accuracy_association,40,0.08,0.0717241249512881,6,0.4762,0.4938,0.584
56,32,0.0,True,[],accuracy_association,56,0.112,0.1264637089916505,7,0.5018,0.5014,0.622
60,32,0.0,True,[],accuracy_association,60,0.12,0.152454916969873,8,0.4924,0.5028,0.578
35,32,0.0,True,[],accuracy_association,35,0.07,0.09391899994807318,9,0.5026,0.4938,0.61
19,32,0.5,True,[],accuracy_association,19,0.038,0.044855665997602046,0,0.506,0.6788,0.71
24,32,0.5,True,[],accuracy_association,24,0.048,0.05486591695807874,1,0.5076,0.6636,0.734
13,32,0.5,True,[],accuracy_association,13,0.026,0.0380692079779692,2,0.5036,0.6644,0.688
16,32,0.5,True,[],accuracy_association,16,0.032,0.038356375007424504,3,0.4962,0.6734,0.738
19,32,0.5,True,[],accuracy_association,19,0.038,0.05020116601372138,4,0.4964,0.6696,0.73
18,32,0.5,True,[],accuracy_association,18,0.036,0.049805917020421475,5,0.4934,0.665,0.722
27,32,0.5,True,[],accuracy_association,27,0.054,0.0750800829846412,6,0.5088,0.6608,0.672
16,32,0.5,True,[],accuracy_association,16,0.032,0.05379325000103563,7,0.4896,0.6668,0.736
24,32,0.5,True,[],accuracy_association,24,0.048,0.060001457983162254,8,0.512,0.6664,0.748
20,32,0.5,True,[],accuracy_association,20,0.04,0.04461366595933214,9,0.5052,0.678,0.73
9,32,1.0,True,[],accuracy_association,7,0.014,0.024229541013482958,0,0.4978,0.8354,0.858
6,32,1.0,True,[],accuracy_association,5,0.01,0.019052499963436276,1,0.4908,0.8268,0.824
11,32,1.0,True,[],accuracy_association,10,0.02,0.03325812501134351,2,0.5108,0.8388,0.868
7,32,1.0,True,[],accuracy_association,5,0.01,0.02938974997960031,3,0.5062,0.8318,0.808
7,32,1.0,True,[],accuracy_association,6,0.012,0.02839241601759568,4,0.4974,0.841,0.834
14,32,1.0,True,[],accuracy_association,13,0.026,0.0449205000186339,5,0.5122,0.837,0.838
10,32,1.0,True,[],accuracy_association,9,0.018,0.0412583330180496,6,0.5014,0.8286,0.846
10,32,1.0,True,[],accuracy_association,9,0.018,0.027492917026393116,7,0.5052,0.8268,0.862
7,32,1.0,True,[],accuracy_association,6,0.012,0.024558625009376556,8,0.505,0.8294,0.88
8,32,1.0,True,[],accuracy_association,7,0.014,0.06128658400848508,9,0.4918,0.8338,0.84
4,32,1.5,True,[],accuracy_association,3,0.006,0.050906334014143795,0,0.5094,0.9358,0.932
11,32,1.5,True,[],accuracy_association,6,0.012,0.047898625023663044,1,0.5056,0.9272,0.942
5,32,1.5,True,[],accuracy_association,5,0.01,0.03835474996594712,2,0.5026,0.9274,0.944
5,32,1.5,True,[],accuracy_association,5,0.01,0.04284816700965166,3,0.5022,0.9322,0.958
6,32,1.5,True,[],accuracy_association,3,0.006,0.03447120904456824,4,0.4984,0.9316,0.938
7,32,1.5,True,[],accuracy_association,7,0.014,0.033368750009685755,5,0.4996,0.9376,0.94
8,32,1.5,True,[],accuracy_association,5,0.01,0.0308105829753913,6,0.4952,0.9284,0.952
5,32,1.5,True,[],accuracy_association,3,0.006,0.018086207972373813,7,0.5082,0.9318,0.948
3,32,1.5,True,[],accuracy_association,2,0.004,0.007419458997901529,8,0.5022,0.9318,0.954
5,32,1.5,True,[],accuracy_association,5,0.01,0.008615416998509318,9,0.5006,0.9306,0.936
3,32,2.0,True,[],accuracy_association,1,0.002,0.009800042025744915,0,0.4904,0.9808,0.978
1,32,2.0,True,[],accuracy_association,1,0.002,0.0070997499860823154,1,0.4964,0.974,0.978
1,32,2.0,True,[],accuracy_association,0,0.0,0.010670832998584956,2,0.499,0.9758,0.978
4,32,2.0,True,[],accuracy_association,1,0.002,0.016538750031031668,3,0.4996,0.9772,0.976
4,32,2.0,True,[],accuracy_association,2,0.004,0.021261459041852504,4,0.506,0.9768,0.972
1,32,2.0,True,[],accuracy_association,0,0.0,0.00937854201765731,5,0.4788,0.9752,0.984
0,32,2.0,True,[],accuracy_association,0,0.0,0.006260875030420721,6,0.4996,0.974,0.976
4,32,2.0,True,[],accuracy_association,3,0.006,0.014993333024904132,7,0.5028,0.9768,0.972
1,32,2.0,True,[],accuracy_association,0,0.0,0.009030082961544394,8,0.5048,0.9752,0.978
4,32,2.0,True,[],accuracy_association,2,0.004,0.014198542048688978,9,0.5098,0.9758,0.982
0,32,3.0,True,[],accuracy_association,0,0.0,0.007992916973307729,0,0.5072,0.9984,0.996
0,32,3.0,True,[],accuracy_association,0,0.0,0.009021000005304813,1,0.4884,0.9984,0.998
0,32,3.0,True,[],accuracy_association,0,0.0,0.005074541957583278,2,0.5004,0.9992,0.996
1,32,3.0,True,[],accuracy_association,1,0.002,0.011612125032115728,3,0.5166,0.999,1.0
0,32,3.0,True,[],accuracy_association,0,0.0,0.0073481660219840705,4,0.5058,0.9986,1.0
0,32,3.0,True,[],accuracy_association,0,0.0,0.00884337502066046,5,0.5036,0.9984,1.0
0,32,3.0,True,[],accuracy_association,0,0.0,0.010712041985243559,6,0.4982,0.9978,0.998
0,32,3.0,True,[],accuracy_association,0,0.0,0.007956832996569574,7,0.4948,0.9996,1.0
0,32,3.0,True,[],accuracy_association,0,0.0,0.008380458981264383,8,0.4966,0.9986,0.998
1,32,3.0,True,[],accuracy_association,1,0.002,0.008777833951171488,9,0.513,0.9994,0.998
0,32,4.0,True,[],accuracy_association,0,0.0,0.006608625000808388,0,0.4962,0.9998,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.006654749973677099,1,0.4936,1.0,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.008975666016340256,2,0.5108,1.0,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.007667790981940925,3,0.5088,1.0,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.0060052089975215495,4,0.5076,1.0,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.008502000011503696,5,0.5128,1.0,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.007565665990114212,6,0.508,1.0,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.0068920410121791065,7,0.502,1.0,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.00695133296540007,8,0.5076,1.0,1.0
0,32,4.0,True,[],accuracy_association,0,0.0,0.00761249999050051,9,0.5,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.007837791054043919,0,0.496,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.00719529198249802,1,0.4936,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.007036332972347736,2,0.492,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.008876874984707683,3,0.5012,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.006460958975367248,4,0.4932,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.008585666015278548,5,0.5156,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.007606833009049296,6,0.5004,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.009731665952131152,7,0.4936,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.008898333995603025,8,0.5144,1.0,1.0
0,32,5.0,True,[],accuracy_association,0,0.0,0.009845707972999662,9,0.502,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.010528875049203634,0,0.5004,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.00694387499243021,1,0.5064,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.008964332984760404,2,0.4972,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.0091797910281457,3,0.4964,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.012827583006583154,4,0.4904,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.010497457988094538,5,0.496,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.010324791015591472,6,0.4896,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.0054510830086655915,7,0.5064,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.006558374967426062,8,0.5024,1.0,1.0
0,32,6.0,True,[],accuracy_association,0,0.0,0.007334083027672023,9,0.508,1.0,1.0
62,64,0.0,True,[],accuracy_association,62,0.124,0.13446616695728153,0,0.4956,0.5152,0.612
61,64,0.0,True,[],accuracy_association,61,0.122,0.12820233299862593,1,0.493,0.5058,0.66
73,64,0.0,True,[],accuracy_association,73,0.146,0.16954008303582668,2,0.5076,0.4972,0.634
76,64,0.0,True,[],accuracy_association,76,0.152,0.1609885419602506,3,0.5062,0.5054,0.614
85,64,0.0,True,[],accuracy_association,85,0.17,0.2616888749762438,4,0.4924,0.498,0.652
81,64,0.0,True,[],accuracy_association,81,0.162,0.22485437500290573,5,0.5038,0.5082,0.662
93,64,0.0,True,[],accuracy_association,93,0.186,0.27324404200771824,6,0.5078,0.5074,0.638
67,64,0.0,True,[],accuracy_association,67,0.134,0.21842716599348933,7,0.5086,0.5074,0.624
77,64,0.0,True,[],accuracy_association,77,0.154,0.16850458300905302,8,0.5028,0.4972,0.652
76,64,0.0,True,[],accuracy_association,76,0.152,0.18263233301695436,9,0.5032,0.4992,0.656
33,64,0.5,True,[],accuracy_association,33,0.066,0.09113175002858043,0,0.494,0.656,0.724
40,64,0.5,True,[],accuracy_association,40,0.08,0.11113908397965133,1,0.5054,0.655,0.722
34,64,0.5,True,[],accuracy_association,34,0.068,0.09993358398787677,2,0.4952,0.6532,0.738
43,64,0.5,True,[],accuracy_association,43,0.086,0.1643635830259882,3,0.4914,0.6574,0.716
47,64,0.5,True,[],accuracy_association,47,0.094,0.16780758398817852,4,0.4988,0.6492,0.728
43,64,0.5,True,[],accuracy_association,43,0.086,0.1559700409998186,5,0.5022,0.6522,0.698
35,64,0.5,True,[],accuracy_association,35,0.07,0.13344083301490173,6,0.5034,0.659,0.754
41,64,0.5,True,[],accuracy_association,40,0.08,0.08854974998394027,7,0.497,0.653,0.75
42,64,0.5,True,[],accuracy_association,42,0.084,0.1126849590218626,8,0.5052,0.6704,0.722
38,64,0.5,True,[],accuracy_association,37,0.074,0.10010904201772064,9,0.5106,0.6466,0.758
18,64,1.0,True,[],accuracy_association,16,0.032,0.04407766700023785,0,0.4998,0.8226,0.868
20,64,1.0,True,[],accuracy_association,20,0.04,0.07493741699727252,1,0.5038,0.8318,0.862
15,64,1.0,True,[],accuracy_association,12,0.024,0.05511679098708555,2,0.4866,0.817,0.904
17,64,1.0,True,[],accuracy_association,14,0.028,0.06215875002089888,3,0.5132,0.8312,0.868
16,64,1.0,True,[],accuracy_association,14,0.028,0.05912724998779595,4,0.5058,0.8266,0.868
17,64,1.0,True,[],accuracy_association,14,0.028,0.05325954197905958,5,0.5104,0.8256,0.856
15,64,1.0,True,[],accuracy_association,13,0.026,0.04878670797916129,6,0.501,0.8234,0.836
17,64,1.0,True,[],accuracy_association,14,0.028,0.05759241699706763,7,0.5154,0.8266,0.864
20,64,1.0,True,[],accuracy_association,17,0.034,0.06823679199442267,8,0.5012,0.8188,0.836
15,64,1.0,True,[],accuracy_association,12,0.024,0.04289179196348414,9,0.4982,0.8266,0.854
12,64,1.5,True,[],accuracy_association,8,0.016,0.034348749963101,0,0.5116,0.9256,0.93
10,64,1.5,True,[],accuracy_association,6,0.012,0.05655824998393655,1,0.4972,0.936,0.946
13,64,1.5,True,[],accuracy_association,10,0.02,0.05669275001855567,2,0.4906,0.9202,0.936
11,64,1.5,True,[],accuracy_association,9,0.018,0.04898883297573775,3,0.5082,0.925,0.958
10,64,1.5,True,[],accuracy_association,7,0.014,0.04583050002111122,4,0.4992,0.9248,0.954
14,64,1.5,True,[],accuracy_association,11,0.022,0.04453858302440494,5,0.4896,0.926,0.93
9,64,1.5,True,[],accuracy_association,8,0.016,0.027598458982538432,6,0.497,0.9238,0.932
6,64,1.5,True,[],accuracy_association,4,0.008,0.02540649997536093,7,0.5032,0.9236,0.934
7,64,1.5,True,[],accuracy_association,4,0.008,0.024048416991718113,8,0.5044,0.9276,0.936
7,64,1.5,True,[],accuracy_association,6,0.012,0.026865916966926306,9,0.4976,0.9252,0.924
1,64,2.0,True,[],accuracy_association,1,0.002,0.010696584009565413,0,0.4978,0.9726,0.974
3,64,2.0,True,[],accuracy_association,3,0.006,0.016998832987155765,1,0.4884,0.9728,0.974
6,64,2.0,True,[],accuracy_association,5,0.01,0.02147758298087865,2,0.4942,0.9746,0.982
5,64,2.0,True,[],accuracy_association,4,0.008,0.02418987505370751,3,0.4944,0.9784,0.976
5,64,2.0,True,[],accuracy_association,3,0.006,0.023888541967608035,4,0.5064,0.9772,0.98
6,64,2.0,True,[],accuracy_association,3,0.006,0.023873500002082437,5,0.4954,0.9758,0.976
4,64,2.0,True,[],accuracy_association,3,0.006,0.019319457991514355,6,0.508,0.9748,0.976
4,64,2.0,True,[],accuracy_association,3,0.006,0.026909500011242926,7,0.5002,0.9722,0.99
5,64,2.0,True,[],accuracy_association,4,0.008,0.022576084011234343,8,0.5064,0.976,0.986
4,64,2.0,True,[],accuracy_association,2,0.004,0.021469041996169835,9,0.4928,0.974,0.98
2,64,3.0,True,[],accuracy_association,1,0.002,0.016026249970309436,0,0.5016,0.9984,1.0
1,64,3.0,True,[],accuracy_association,1,0.002,0.013902625010814518,1,0.4958,0.9982,1.0
0,64,3.0,True,[],accuracy_association,0,0.0,0.019008333038073033,2,0.503,0.9986,1.0
0,64,3.0,True,[],accuracy_association,0,0.0,0.0202769169700332,3,0.4982,0.9986,1.0
2,64,3.0,True,[],accuracy_association,1,0.002,0.012624499970115721,4,0.4894,0.9982,0.998
0,64,3.0,True,[],accuracy_association,0,0.0,0.013991292042192072,5,0.5004,0.998,0.996
0,64,3.0,True,[],accuracy_association,0,0.0,0.012680582993198186,6,0.4998,0.9982,1.0
0,64,3.0,True,[],accuracy_association,0,0.0,0.00868654198711738,7,0.5034,0.9986,1.0
0,64,3.0,True,[],accuracy_association,0,0.0,0.01710649998858571,8,0.504,0.9992,1.0
0,64,3.0,True,[],accuracy_association,0,0.0,0.018940583046060055,9,0.501,0.9974,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.01084433397045359,0,0.4944,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.016942291986197233,1,0.4984,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.012114165991079062,2,0.4908,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.012366625014692545,3,0.4936,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.019488791993353516,4,0.4836,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.024518750025890768,5,0.4924,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.010021624970249832,6,0.4952,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.016750791983213276,7,0.4932,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.014149166992865503,8,0.5016,1.0,1.0
0,64,4.0,True,[],accuracy_association,0,0.0,0.012528166989795864,9,0.5104,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.012590874976012856,0,0.5092,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.021831166988704354,1,0.4872,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.018942666007205844,2,0.494,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.014502208970952779,3,0.4984,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.012845667020883411,4,0.5024,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.013782249996438622,5,0.4936,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.024851541966199875,6,0.4956,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.020395125029608607,7,0.5032,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.01500708400271833,8,0.4912,1.0,1.0
0,64,5.0,True,[],accuracy_association,0,0.0,0.012811082997359335,9,0.5072,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.010696084005758166,0,0.4872,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.015789832978043705,1,0.5148,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.015163749980274588,2,0.5116,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.01371858298080042,3,0.5072,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.016967417031992227,4,0.5068,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.012800000025890768,5,0.4988,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.018226457992568612,6,0.5016,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.02076004195259884,7,0.4976,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.01640912500442937,8,0.4992,1.0,1.0
0,64,6.0,True,[],accuracy_association,0,0.0,0.01493900001514703,9,0.4868,1.0,1.0
