k,m,noise,payer_count,payer_fraction,revenue,revenue_per_user,seed
63,500,True,23,0.046,6.521460275583578,0.013042920551167157,19
63,1000,True,55,0.055,19.968076407386256,0.019968076407386258,0
63,1000,True,26,0.026,8.314390958069106,0.008314390958069106,1
63,1000,True,54,0.054,19.382581188813802,0.0193825811888138,2
63,1000,True,45,0.045,14.556585517892376,0.014556585517892377,3
63,1000,True,38,0.038,13.533819000633663,0.013533819000633664,4
63,1000,True,45,0.045,15.337303240817917,0.015337303240817918,5
63,1000,True,44,0.044,12.246301547031528,0.012246301547031529,6
63,1000,True,51,0.051,19.16826760671927,0.019168267606719268,7
63,1000,True,47,0.047,17.13195277969787,0.017131952779697868,8
63,1000,True,45,0.045,17.22015265030261,0.01722015265030261,9
63,1000,True,46,0.046,17.283102058930275,0.017283102058930275,10
63,1000,True,41,0.041,16.39815341419224,0.01639815341419224,11
63,1000,True,36,0.036,11.777230634231504,0.011777230634231504,12
63,1000,True,46,0.046,15.335377784600798,0.015335377784600798,13
63,1000,True,33,0.033,8.564498708680501,0.008564498708680502,14
63,1000,True,51,0.051,18.713883952504162,0.018713883952504163,15
63,1000,True,38,0.038,12.18404918854478,0.01218404918854478,16
63,1000,True,45,0.045,14.45099924944235,0.014450999249442351,17
63,1000,True,20,0.02,4.601697595500209,0.004601697595500209,18
63,1000,True,41,0.041,15.351338510102554,0.015351338510102555,19
63,2000,True,81,0.0405,24.59757188393087,0.012298785941965434,0
63,2000,True,74,0.037,29.864846309737686,0.014932423154868844,1
63,2000,True,83,0.0415,24.485077443832918,0.012242538721916458,2
63,2000,True,91,0.0455,29.906425275443045,0.014953212637721522,3
63,2000,True,109,0.0545,33.53356576635697,0.016766782883178486,4
63,2000,True,79,0.0395,24.904057951174757,0.012452028975587379,5
63,2000,True,79,0.0395,22.661478375731875,0.011330739187865937,6
63,2000,True,101,0.0505,36.75008083073625,0.018375040415368128,7
63,2000,True,81,0.0405,27.592952348189854,0.013796476174094928,8
63,2000,True,65,0.0325,20.326086392769568,0.010163043196384784,9
63,2000,True,101,0.0505,33.66235759654181,0.016831178798270906,10
63,2000,True,92,0.046,32.83359805845839,0.016416799029229195,11
63,2000,True,81,0.0405,27.829312985709638,0.013914656492854819,12
63,2000,True,70,0.035,22.66856888692389,0.011334284443461944,13
63,2000,True,74,0.037,25.88463871718881,0.012942319358594405,14
63,2000,True,59,0.0295,18.87460719367626,0.009437303596838129,15
63,2000,True,79,0.0395,28.135398240527177,0.014067699120263588,16
63,2000,True,75,0.0375,22.403390401811436,0.011201695200905719,17
63,2000,True,62,0.031,19.266040129481638,0.00963302006474082,18
63,2000,True,105,0.0525,33.63948464707393,0.016819742323536963,19
63,4000,True,146,0.0365,50.01449454626322,0.012503623636565805,0
63,4000,True,170,0.0425,57.680449693671704,0.014420112423417926,1
63,4000,True,172,0.043,56.973963043019225,0.014243490760754806,2
63,4000,True,180,0.045,62.077289383153584,0.015519322345788397,3
63,4000,True,150,0.0375,44.24841634407767,0.011062104086019417,4
63,4000,True,166,0.0415,54.6348005527768,0.0136587001381942,5
63,4000,True,179,0.04475,63.73682436016428,0.015934206090041068,6
63,4000,True,204,0.051,65.42044442411456,0.01635511110602864,7
63,4000,True,180,0.045,64.01832161491953,0.016004580403729884,8
63,4000,True,164,0.041,60.93360792985505,0.015233401982463762,9
63,4000,True,183,0.04575,58.39263238696666,0.014598158096741665,10
63,4000,True,145,0.03625,54.15017636708619,0.013537544091771547,11
63,4000,True,178,0.0445,60.35300362568152,0.015088250906420379,12
63,4000,True,147,0.03675,47.549388856957066,0.011887347214239266,13
63,4000,True,152,0.038,48.564437933829375,0.012141109483457344,14
63,4000,True,144,0.036,49.01227220193725,0.012253068050484312,15
63,4000,True,177,0.04425,58.348022065787866,0.014587005516446967,16
63,4000,True,163,0.04075,57.92032242455893,0.014480080606139733,17
63,4000,True,159,0.03975,55.11208961969491,0.013778022404923729,18
63,4000,True,197,0.04925,69.02103486239056,0.017255258715597643,19
63,8000,True,364,0.0455,115.51687600054937,0.014439609500068671,0
63,8000,True,352,0.044,116.52967675291089,0.01456620959411386,1
63,8000,True,327,0.040875,106.99472143538092,0.013374340179422616,2
63,8000,True,334,0.04175,112.38773030488306,0.014048466288110384,3
63,8000,True,419,0.052375,142.16604252406302,0.017770755315507876,4
63,8000,True,325,0.040625,116.88883862915769,0.014611104828644712,5
63,8000,True,350,0.04375,116.10480969432618,0.014513101211790773,6
63,8000,True,340,0.0425,113.1166410518178,0.014139580131477224,7
63,8000,True,364,0.0455,122.66786722900463,0.01533348340362558,8
63,8000,True,326,0.04075,109.31405675667952,0.01366425709458494,9
63,8000,True,293,0.036625,95.60791599056836,0.011950989498821046,10
63,8000,True,335,0.041875,117.26892415259509,0.014658615519074386,11
63,8000,True,326,0.04075,106.56098455413039,0.013320123069266299,12
63,8000,True,366,0.04575,129.84712436557672,0.01623089054569709,13
63,8000,True,372,0.0465,124.53051219940112,0.01556631402492514,14
63,8000,True,314,0.03925,106.20305284623987,0.013275381605779984,15
63,8000,True,330,0.04125,107.60217936523196,0.013450272420653995,16
63,8000,True,319,0.039875,100.29608234210656,0.01253701029276332,17
63,8000,True,320,0.04,110.92162175132873,0.013865202718916092,18
63,8000,True,313,0.039125,110.00949049381992,0.013751186311727491,19
63,16000,True,659,0.0411875,216.76524627609922,0.013547827892256201,0
63,16000,True,741,0.0463125,251.31363121247176,0.015707101950779484,1
63,16000,True,703,0.0439375,233.19249094747667,0.014574530684217293,2
63,16000,True,668,0.04175,216.9358765720824,0.01355849228575515,3
63,16000,True,750,0.046875,246.435580871274,0.015402223804454624,4
63,16000,True,726,0.045375,239.07936252648716,0.014942460157905447,5
63,16000,True,739,0.0461875,243.17053879754047,0.01519815867484628,6
63,16000,True,722,0.045125,232.31286599911863,0.014519554124944914,7
63,16000,True,718,0.044875,233.72323190788276,0.014607701994242673,8
63,16000,True,701,0.0438125,232.09023445015066,0.014505639653134417,9
63,16000,True,742,0.046375,246.3325158400495,0.015395782240003094,10
63,16000,True,659,0.0411875,220.6676226023855,0.013791726412649094,11
63,16000,True,718,0.044875,237.56312481908287,0.01484769530119268,12
63,16000,True,738,0.046125,244.55256301512048,0.01528453518844503,13
63,16000,True,689,0.0430625,228.48214954240882,0.01428013434640055,14
63,16000,True,638,0.039875,212.58134152232384,0.01328633384514524,15
63,16000,True,716,0.04475,237.92578503223112,0.014870361564514444,16
63,16000,True,718,0.044875,247.09119112605526,0.015443199445378454,17
63,16000,True,703,0.0439375,238.7702591341719,0.014923141195885744,18
63,16000,True,814,0.050875,264.19018070783824,0.01651188629423989,19
63,32000,True,1373,0.04290625,458.6609834242645,0.014333155732008265,0
63,32000,True,1415,0.04421875,469.7944975935088,0.014681078049797151,1
63,32000,True,1354,0.0423125,459.2233473829841,0.014350729605718253,2
63,32000,True,1405,0.04390625,459.15135001896545,0.01434847968809267,3
63,32000,True,1446,0.0451875,475.60749794550793,0.014862734310797123,4
63,32000,True,1358,0.0424375,456.60800171121804,0.014269000053475563,5
63,32000,True,1353,0.04228125,442.49708602267924,0.013828033938208726,6
63,32000,True,1298,0.0405625,417.0225584161665,0.013031954950505202,7
63,32000,True,1273,0.03978125,404.4399492170538,0.012638748413032933,8
63,32000,True,1468,0.045875,502.433245970888,0.01570103893659025,9
63,32000,True,1356,0.042375,457.7901441889134,0.014305942005903544,10
63,32000,True,1450,0.0453125,482.62125654073265,0.015081914266897894,11
63,32000,True,1337,0.04178125,436.6499011278012,0.013645309410243786,12
63,32000,True,1375,0.04296875,457.7075809207311,0.014303361903772847,13
63,32000,True,1441,0.04503125,477.67280682623215,0.014927275213319754,14
63,32000,True,1357,0.04240625,442.39707889222075,0.013824908715381898,15
63,32000,True,1433,0.04478125,478.8558360463569,0.014964244876448653,16
63,32000,True,1409,0.04403125,463.35691828493896,0.014479903696404343,17
63,32000,True,1366,0.0426875,468.66183889321206,0.014645682465412877,18
63,32000,True,1274,0.0398125,408.81783188307645,0.01277555724634614,19
31,1000,False,0,0.0,0.0,0.0,0
31,1000,False,0,0.0,0.0,0.0,1
31,1000,False,0,0.0,0.0,0.0,2
31,1000,False,0,0.0,0.0,0.0,3
31,1000,False,0,0.0,0.0,0.0,4
31,8000,False,0,0.0,0.0,0.0,0
31,8000,False,0,0.0,0.0,0.0,1
31,8000,False,0,0.0,0.0,0.0,2
31,8000,False,0,0.0,0.0,0.0,3
31,8000,False,0,0.0,0.0,0.0,4
31,32000,False,0,0.0,0.0,0.0,0
31,32000,False,0,0.0,0.0,0.0,1
31,32000,False,0,0.0,0.0,0.0,2
31,32000,False,0,0.0,0.0,0.0,3
31,32000,False,0,0.0,0.0,0.0,4
